img1,img2,gt,mask
data/DSIA/train/01244_1_0003/img1.png,data/DSIA/train/01244_1_0003/img2.png,data/DSIA/train/01244_1_0003/img1_warp_gt.png,data/DSIA/train/01244_1_0003/input_mask.png
data/DSIA/train/12784_4_0003/img1.png,data/DSIA/train/12784_4_0003/img2.png,data/DSIA/train/12784_4_0003/img1_warp_gt.png,data/DSIA/train/12784_4_0003/input_mask.png
data/DSIA/train/11636_3_0006/img1.png,data/DSIA/train/11636_3_0006/img2.png,data/DSIA/train/11636_3_0006/img1_warp_gt.png,data/DSIA/train/11636_3_0006/input_mask.png
data/DSIA/train/01464_2_0005/img1.png,data/DSIA/train/01464_2_0005/img2.png,data/DSIA/train/01464_2_0005/img1_warp_gt.png,data/DSIA/train/01464_2_0005/input_mask.png
data/DSIA/train/10011_2_0006/img1.png,data/DSIA/train/10011_2_0006/img2.png,data/DSIA/train/10011_2_0006/img1_warp_gt.png,data/DSIA/train/10011_2_0006/input_mask.png
data/DSIA/train/22068_18_0002/img1.png,data/DSIA/train/22068_18_0002/img2.png,data/DSIA/train/22068_18_0002/img1_warp_gt.png,data/DSIA/train/22068_18_0002/input_mask.png
data/DSIA/train/10155_2_0006/img1.png,data/DSIA/train/10155_2_0006/img2.png,data/DSIA/train/10155_2_0006/img1_warp_gt.png,data/DSIA/train/10155_2_0006/input_mask.png
data/DSIA/train/21635_15_0005/img1.png,data/DSIA/train/21635_15_0005/img2.png,data/DSIA/train/21635_15_0005/img1_warp_gt.png,data/DSIA/train/21635_15_0005/input_mask.png
data/DSIA/train/00224_1_0003/img1.png,data/DSIA/train/00224_1_0003/img2.png,data/DSIA/train/00224_1_0003/img1_warp_gt.png,data/DSIA/train/00224_1_0003/input_mask.png
data/DSIA/train/01601_1_0003/img1.png,data/DSIA/train/01601_1_0003/img2.png,data/DSIA/train/01601_1_0003/img1_warp_gt.png,data/DSIA/train/01601_1_0003/input_mask.png
data/DSIA/train/00045_4_0002/img1.png,data/DSIA/train/00045_4_0002/img2.png,data/DSIA/train/00045_4_0002/img1_warp_gt.png,data/DSIA/train/00045_4_0002/input_mask.png
data/DSIA/train/21061_17_0005/img1.png,data/DSIA/train/21061_17_0005/img2.png,data/DSIA/train/21061_17_0005/img1_warp_gt.png,data/DSIA/train/21061_17_0005/input_mask.png
data/DSIA/train/22066_17_0006/img1.png,data/DSIA/train/22066_17_0006/img2.png,data/DSIA/train/22066_17_0006/img1_warp_gt.png,data/DSIA/train/22066_17_0006/input_mask.png
data/DSIA/train/11932_1_0006/img1.png,data/DSIA/train/11932_1_0006/img2.png,data/DSIA/train/11932_1_0006/img1_warp_gt.png,data/DSIA/train/11932_1_0006/input_mask.png
data/DSIA/train/20547_18_0001/img1.png,data/DSIA/train/20547_18_0001/img2.png,data/DSIA/train/20547_18_0001/img1_warp_gt.png,data/DSIA/train/20547_18_0001/input_mask.png
data/DSIA/train/00735_1_0003/img1.png,data/DSIA/train/00735_1_0003/img2.png,data/DSIA/train/00735_1_0003/img1_warp_gt.png,data/DSIA/train/00735_1_0003/input_mask.png
data/DSIA/train/10724_2_0003/img1.png,data/DSIA/train/10724_2_0003/img2.png,data/DSIA/train/10724_2_0003/img1_warp_gt.png,data/DSIA/train/10724_2_0003/input_mask.png
data/DSIA/train/11817_3_0003/img1.png,data/DSIA/train/11817_3_0003/img2.png,data/DSIA/train/11817_3_0003/img1_warp_gt.png,data/DSIA/train/11817_3_0003/input_mask.png
data/DSIA/train/00933_4_0003/img1.png,data/DSIA/train/00933_4_0003/img2.png,data/DSIA/train/00933_4_0003/img1_warp_gt.png,data/DSIA/train/00933_4_0003/input_mask.png
data/DSIA/train/20392_16_0004/img1.png,data/DSIA/train/20392_16_0004/img2.png,data/DSIA/train/20392_16_0004/img1_warp_gt.png,data/DSIA/train/20392_16_0004/input_mask.png
data/DSIA/train/20605_13_0007/img1.png,data/DSIA/train/20605_13_0007/img2.png,data/DSIA/train/20605_13_0007/img1_warp_gt.png,data/DSIA/train/20605_13_0007/input_mask.png
data/DSIA/train/01274_2_0003/img1.png,data/DSIA/train/01274_2_0003/img2.png,data/DSIA/train/01274_2_0003/img1_warp_gt.png,data/DSIA/train/01274_2_0003/input_mask.png
data/DSIA/train/22032_13_0007/img1.png,data/DSIA/train/22032_13_0007/img2.png,data/DSIA/train/22032_13_0007/img1_warp_gt.png,data/DSIA/train/22032_13_0007/input_mask.png
data/DSIA/train/21931_13_0005/img1.png,data/DSIA/train/21931_13_0005/img2.png,data/DSIA/train/21931_13_0005/img1_warp_gt.png,data/DSIA/train/21931_13_0005/input_mask.png
data/DSIA/train/00521_3_0002/img1.png,data/DSIA/train/00521_3_0002/img2.png,data/DSIA/train/00521_3_0002/img1_warp_gt.png,data/DSIA/train/00521_3_0002/input_mask.png
data/DSIA/train/12753_3_0001/img1.png,data/DSIA/train/12753_3_0001/img2.png,data/DSIA/train/12753_3_0001/img1_warp_gt.png,data/DSIA/train/12753_3_0001/input_mask.png
data/DSIA/train/11301_4_0006/img1.png,data/DSIA/train/11301_4_0006/img2.png,data/DSIA/train/11301_4_0006/img1_warp_gt.png,data/DSIA/train/11301_4_0006/input_mask.png
data/DSIA/train/00546_1_0001/img1.png,data/DSIA/train/00546_1_0001/img2.png,data/DSIA/train/00546_1_0001/img1_warp_gt.png,data/DSIA/train/00546_1_0001/input_mask.png
data/DSIA/train/21604_15_0003/img1.png,data/DSIA/train/21604_15_0003/img2.png,data/DSIA/train/21604_15_0003/img1_warp_gt.png,data/DSIA/train/21604_15_0003/input_mask.png
data/DSIA/train/10210_4_0002/img1.png,data/DSIA/train/10210_4_0002/img2.png,data/DSIA/train/10210_4_0002/img1_warp_gt.png,data/DSIA/train/10210_4_0002/input_mask.png
data/DSIA/train/22155_14_0004/img1.png,data/DSIA/train/22155_14_0004/img2.png,data/DSIA/train/22155_14_0004/img1_warp_gt.png,data/DSIA/train/22155_14_0004/input_mask.png
data/DSIA/train/00762_3_0007/img1.png,data/DSIA/train/00762_3_0007/img2.png,data/DSIA/train/00762_3_0007/img1_warp_gt.png,data/DSIA/train/00762_3_0007/input_mask.png
data/DSIA/train/12514_2_0001/img1.png,data/DSIA/train/12514_2_0001/img2.png,data/DSIA/train/12514_2_0001/img1_warp_gt.png,data/DSIA/train/12514_2_0001/input_mask.png
data/DSIA/train/00137_3_0004/img1.png,data/DSIA/train/00137_3_0004/img2.png,data/DSIA/train/00137_3_0004/img1_warp_gt.png,data/DSIA/train/00137_3_0004/input_mask.png
data/DSIA/train/10630_4_0007/img1.png,data/DSIA/train/10630_4_0007/img2.png,data/DSIA/train/10630_4_0007/img1_warp_gt.png,data/DSIA/train/10630_4_0007/input_mask.png
data/DSIA/train/01042_1_0003/img1.png,data/DSIA/train/01042_1_0003/img2.png,data/DSIA/train/01042_1_0003/img1_warp_gt.png,data/DSIA/train/01042_1_0003/input_mask.png
data/DSIA/train/01453_2_0001/img1.png,data/DSIA/train/01453_2_0001/img2.png,data/DSIA/train/01453_2_0001/img1_warp_gt.png,data/DSIA/train/01453_2_0001/input_mask.png
data/DSIA/train/22421_14_0001/img1.png,data/DSIA/train/22421_14_0001/img2.png,data/DSIA/train/22421_14_0001/img1_warp_gt.png,data/DSIA/train/22421_14_0001/input_mask.png
data/DSIA/train/01032_1_0001/img1.png,data/DSIA/train/01032_1_0001/img2.png,data/DSIA/train/01032_1_0001/img1_warp_gt.png,data/DSIA/train/01032_1_0001/input_mask.png
data/DSIA/train/01398_3_0003/img1.png,data/DSIA/train/01398_3_0003/img2.png,data/DSIA/train/01398_3_0003/img1_warp_gt.png,data/DSIA/train/01398_3_0003/input_mask.png
data/DSIA/train/11661_2_0006/img1.png,data/DSIA/train/11661_2_0006/img2.png,data/DSIA/train/11661_2_0006/img1_warp_gt.png,data/DSIA/train/11661_2_0006/input_mask.png
data/DSIA/train/01571_4_0002/img1.png,data/DSIA/train/01571_4_0002/img2.png,data/DSIA/train/01571_4_0002/img1_warp_gt.png,data/DSIA/train/01571_4_0002/input_mask.png
data/DSIA/train/21907_15_0006/img1.png,data/DSIA/train/21907_15_0006/img2.png,data/DSIA/train/21907_15_0006/img1_warp_gt.png,data/DSIA/train/21907_15_0006/input_mask.png
data/DSIA/train/10330_3_0001/img1.png,data/DSIA/train/10330_3_0001/img2.png,data/DSIA/train/10330_3_0001/img1_warp_gt.png,data/DSIA/train/10330_3_0001/input_mask.png
data/DSIA/train/00279_2_0007/img1.png,data/DSIA/train/00279_2_0007/img2.png,data/DSIA/train/00279_2_0007/img1_warp_gt.png,data/DSIA/train/00279_2_0007/input_mask.png
data/DSIA/train/11878_4_0002/img1.png,data/DSIA/train/11878_4_0002/img2.png,data/DSIA/train/11878_4_0002/img1_warp_gt.png,data/DSIA/train/11878_4_0002/input_mask.png
data/DSIA/train/22842_11_0002/img1.png,data/DSIA/train/22842_11_0002/img2.png,data/DSIA/train/22842_11_0002/img1_warp_gt.png,data/DSIA/train/22842_11_0002/input_mask.png
data/DSIA/train/20486_16_0005/img1.png,data/DSIA/train/20486_16_0005/img2.png,data/DSIA/train/20486_16_0005/img1_warp_gt.png,data/DSIA/train/20486_16_0005/input_mask.png
data/DSIA/train/12190_1_0004/img1.png,data/DSIA/train/12190_1_0004/img2.png,data/DSIA/train/12190_1_0004/img1_warp_gt.png,data/DSIA/train/12190_1_0004/input_mask.png
data/DSIA/train/11130_3_0004/img1.png,data/DSIA/train/11130_3_0004/img2.png,data/DSIA/train/11130_3_0004/img1_warp_gt.png,data/DSIA/train/11130_3_0004/input_mask.png
data/DSIA/train/10638_1_0004/img1.png,data/DSIA/train/10638_1_0004/img2.png,data/DSIA/train/10638_1_0004/img1_warp_gt.png,data/DSIA/train/10638_1_0004/input_mask.png
data/DSIA/train/22156_19_0005/img1.png,data/DSIA/train/22156_19_0005/img2.png,data/DSIA/train/22156_19_0005/img1_warp_gt.png,data/DSIA/train/22156_19_0005/input_mask.png
data/DSIA/train/00391_3_0007/img1.png,data/DSIA/train/00391_3_0007/img2.png,data/DSIA/train/00391_3_0007/img1_warp_gt.png,data/DSIA/train/00391_3_0007/input_mask.png
data/DSIA/train/01337_4_0005/img1.png,data/DSIA/train/01337_4_0005/img2.png,data/DSIA/train/01337_4_0005/img1_warp_gt.png,data/DSIA/train/01337_4_0005/input_mask.png
data/DSIA/train/01549_3_0005/img1.png,data/DSIA/train/01549_3_0005/img2.png,data/DSIA/train/01549_3_0005/img1_warp_gt.png,data/DSIA/train/01549_3_0005/input_mask.png
data/DSIA/train/20456_19_0005/img1.png,data/DSIA/train/20456_19_0005/img2.png,data/DSIA/train/20456_19_0005/img1_warp_gt.png,data/DSIA/train/20456_19_0005/input_mask.png
data/DSIA/train/20066_16_0006/img1.png,data/DSIA/train/20066_16_0006/img2.png,data/DSIA/train/20066_16_0006/img1_warp_gt.png,data/DSIA/train/20066_16_0006/input_mask.png
data/DSIA/train/12601_4_0003/img1.png,data/DSIA/train/12601_4_0003/img2.png,data/DSIA/train/12601_4_0003/img1_warp_gt.png,data/DSIA/train/12601_4_0003/input_mask.png
data/DSIA/train/00736_2_0001/img1.png,data/DSIA/train/00736_2_0001/img2.png,data/DSIA/train/00736_2_0001/img1_warp_gt.png,data/DSIA/train/00736_2_0001/input_mask.png
data/DSIA/train/01164_3_0007/img1.png,data/DSIA/train/01164_3_0007/img2.png,data/DSIA/train/01164_3_0007/img1_warp_gt.png,data/DSIA/train/01164_3_0007/input_mask.png
data/DSIA/train/22096_15_0002/img1.png,data/DSIA/train/22096_15_0002/img2.png,data/DSIA/train/22096_15_0002/img1_warp_gt.png,data/DSIA/train/22096_15_0002/input_mask.png
data/DSIA/train/11930_1_0005/img1.png,data/DSIA/train/11930_1_0005/img2.png,data/DSIA/train/11930_1_0005/img1_warp_gt.png,data/DSIA/train/11930_1_0005/input_mask.png
data/DSIA/train/10367_2_0003/img1.png,data/DSIA/train/10367_2_0003/img2.png,data/DSIA/train/10367_2_0003/img1_warp_gt.png,data/DSIA/train/10367_2_0003/input_mask.png
data/DSIA/train/00930_2_0004/img1.png,data/DSIA/train/00930_2_0004/img2.png,data/DSIA/train/00930_2_0004/img1_warp_gt.png,data/DSIA/train/00930_2_0004/input_mask.png
data/DSIA/train/10635_4_0001/img1.png,data/DSIA/train/10635_4_0001/img2.png,data/DSIA/train/10635_4_0001/img1_warp_gt.png,data/DSIA/train/10635_4_0001/input_mask.png
data/DSIA/train/22690_18_0006/img1.png,data/DSIA/train/22690_18_0006/img2.png,data/DSIA/train/22690_18_0006/img1_warp_gt.png,data/DSIA/train/22690_18_0006/input_mask.png
data/DSIA/train/10934_2_0006/img1.png,data/DSIA/train/10934_2_0006/img2.png,data/DSIA/train/10934_2_0006/img1_warp_gt.png,data/DSIA/train/10934_2_0006/input_mask.png
data/DSIA/train/12699_4_0002/img1.png,data/DSIA/train/12699_4_0002/img2.png,data/DSIA/train/12699_4_0002/img1_warp_gt.png,data/DSIA/train/12699_4_0002/input_mask.png
data/DSIA/train/12575_1_0007/img1.png,data/DSIA/train/12575_1_0007/img2.png,data/DSIA/train/12575_1_0007/img1_warp_gt.png,data/DSIA/train/12575_1_0007/input_mask.png
data/DSIA/train/01400_4_0006/img1.png,data/DSIA/train/01400_4_0006/img2.png,data/DSIA/train/01400_4_0006/img1_warp_gt.png,data/DSIA/train/01400_4_0006/input_mask.png
data/DSIA/train/12489_3_0003/img1.png,data/DSIA/train/12489_3_0003/img2.png,data/DSIA/train/12489_3_0003/img1_warp_gt.png,data/DSIA/train/12489_3_0003/input_mask.png
data/DSIA/train/11875_4_0001/img1.png,data/DSIA/train/11875_4_0001/img2.png,data/DSIA/train/11875_4_0001/img1_warp_gt.png,data/DSIA/train/11875_4_0001/input_mask.png
data/DSIA/train/11484_3_0001/img1.png,data/DSIA/train/11484_3_0001/img2.png,data/DSIA/train/11484_3_0001/img1_warp_gt.png,data/DSIA/train/11484_3_0001/input_mask.png
data/DSIA/train/00426_3_0007/img1.png,data/DSIA/train/00426_3_0007/img2.png,data/DSIA/train/00426_3_0007/img1_warp_gt.png,data/DSIA/train/00426_3_0007/input_mask.png
data/DSIA/train/00548_2_0005/img1.png,data/DSIA/train/00548_2_0005/img2.png,data/DSIA/train/00548_2_0005/img1_warp_gt.png,data/DSIA/train/00548_2_0005/input_mask.png
data/DSIA/train/00340_1_0003/img1.png,data/DSIA/train/00340_1_0003/img2.png,data/DSIA/train/00340_1_0003/img1_warp_gt.png,data/DSIA/train/00340_1_0003/input_mask.png
data/DSIA/train/01456_1_0001/img1.png,data/DSIA/train/01456_1_0001/img2.png,data/DSIA/train/01456_1_0001/img1_warp_gt.png,data/DSIA/train/01456_1_0001/input_mask.png
data/DSIA/train/22127_19_0006/img1.png,data/DSIA/train/22127_19_0006/img2.png,data/DSIA/train/22127_19_0006/img1_warp_gt.png,data/DSIA/train/22127_19_0006/input_mask.png
data/DSIA/train/01191_1_0006/img1.png,data/DSIA/train/01191_1_0006/img2.png,data/DSIA/train/01191_1_0006/img1_warp_gt.png,data/DSIA/train/01191_1_0006/input_mask.png
data/DSIA/train/00104_2_0005/img1.png,data/DSIA/train/00104_2_0005/img2.png,data/DSIA/train/00104_2_0005/img1_warp_gt.png,data/DSIA/train/00104_2_0005/input_mask.png
data/DSIA/train/00127_2_0007/img1.png,data/DSIA/train/00127_2_0007/img2.png,data/DSIA/train/00127_2_0007/img1_warp_gt.png,data/DSIA/train/00127_2_0007/input_mask.png
data/DSIA/train/22667_19_0005/img1.png,data/DSIA/train/22667_19_0005/img2.png,data/DSIA/train/22667_19_0005/img1_warp_gt.png,data/DSIA/train/22667_19_0005/input_mask.png
data/DSIA/train/12548_4_0006/img1.png,data/DSIA/train/12548_4_0006/img2.png,data/DSIA/train/12548_4_0006/img1_warp_gt.png,data/DSIA/train/12548_4_0006/input_mask.png
data/DSIA/train/00635_1_0002/img1.png,data/DSIA/train/00635_1_0002/img2.png,data/DSIA/train/00635_1_0002/img1_warp_gt.png,data/DSIA/train/00635_1_0002/input_mask.png
data/DSIA/train/11244_4_0005/img1.png,data/DSIA/train/11244_4_0005/img2.png,data/DSIA/train/11244_4_0005/img1_warp_gt.png,data/DSIA/train/11244_4_0005/input_mask.png
data/DSIA/train/12007_4_0003/img1.png,data/DSIA/train/12007_4_0003/img2.png,data/DSIA/train/12007_4_0003/img1_warp_gt.png,data/DSIA/train/12007_4_0003/input_mask.png
data/DSIA/train/12210_4_0007/img1.png,data/DSIA/train/12210_4_0007/img2.png,data/DSIA/train/12210_4_0007/img1_warp_gt.png,data/DSIA/train/12210_4_0007/input_mask.png
data/DSIA/train/22121_12_0006/img1.png,data/DSIA/train/22121_12_0006/img2.png,data/DSIA/train/22121_12_0006/img1_warp_gt.png,data/DSIA/train/22121_12_0006/input_mask.png
data/DSIA/train/01732_1_0004/img1.png,data/DSIA/train/01732_1_0004/img2.png,data/DSIA/train/01732_1_0004/img1_warp_gt.png,data/DSIA/train/01732_1_0004/input_mask.png
data/DSIA/train/01494_2_0006/img1.png,data/DSIA/train/01494_2_0006/img2.png,data/DSIA/train/01494_2_0006/img1_warp_gt.png,data/DSIA/train/01494_2_0006/input_mask.png
data/DSIA/train/22158_14_0002/img1.png,data/DSIA/train/22158_14_0002/img2.png,data/DSIA/train/22158_14_0002/img1_warp_gt.png,data/DSIA/train/22158_14_0002/input_mask.png
data/DSIA/train/12369_4_0006/img1.png,data/DSIA/train/12369_4_0006/img2.png,data/DSIA/train/12369_4_0006/img1_warp_gt.png,data/DSIA/train/12369_4_0006/input_mask.png
data/DSIA/train/00813_4_0004/img1.png,data/DSIA/train/00813_4_0004/img2.png,data/DSIA/train/00813_4_0004/img1_warp_gt.png,data/DSIA/train/00813_4_0004/input_mask.png
data/DSIA/train/00241_1_0002/img1.png,data/DSIA/train/00241_1_0002/img2.png,data/DSIA/train/00241_1_0002/img1_warp_gt.png,data/DSIA/train/00241_1_0002/input_mask.png
data/DSIA/train/21423_12_0004/img1.png,data/DSIA/train/21423_12_0004/img2.png,data/DSIA/train/21423_12_0004/img1_warp_gt.png,data/DSIA/train/21423_12_0004/input_mask.png
data/DSIA/train/20302_14_0005/img1.png,data/DSIA/train/20302_14_0005/img2.png,data/DSIA/train/20302_14_0005/img1_warp_gt.png,data/DSIA/train/20302_14_0005/input_mask.png
data/DSIA/train/11396_4_0007/img1.png,data/DSIA/train/11396_4_0007/img2.png,data/DSIA/train/11396_4_0007/img1_warp_gt.png,data/DSIA/train/11396_4_0007/input_mask.png
data/DSIA/train/01467_4_0007/img1.png,data/DSIA/train/01467_4_0007/img2.png,data/DSIA/train/01467_4_0007/img1_warp_gt.png,data/DSIA/train/01467_4_0007/input_mask.png
data/DSIA/train/00662_4_0001/img1.png,data/DSIA/train/00662_4_0001/img2.png,data/DSIA/train/00662_4_0001/img1_warp_gt.png,data/DSIA/train/00662_4_0001/input_mask.png
data/DSIA/train/12215_3_0003/img1.png,data/DSIA/train/12215_3_0003/img2.png,data/DSIA/train/12215_3_0003/img1_warp_gt.png,data/DSIA/train/12215_3_0003/input_mask.png
data/DSIA/train/10063_2_0006/img1.png,data/DSIA/train/10063_2_0006/img2.png,data/DSIA/train/10063_2_0006/img1_warp_gt.png,data/DSIA/train/10063_2_0006/input_mask.png
data/DSIA/train/12607_3_0006/img1.png,data/DSIA/train/12607_3_0006/img2.png,data/DSIA/train/12607_3_0006/img1_warp_gt.png,data/DSIA/train/12607_3_0006/input_mask.png
data/DSIA/train/12729_4_0007/img1.png,data/DSIA/train/12729_4_0007/img2.png,data/DSIA/train/12729_4_0007/img1_warp_gt.png,data/DSIA/train/12729_4_0007/input_mask.png
data/DSIA/train/11003_1_0004/img1.png,data/DSIA/train/11003_1_0004/img2.png,data/DSIA/train/11003_1_0004/img1_warp_gt.png,data/DSIA/train/11003_1_0004/input_mask.png
data/DSIA/train/00907_1_0005/img1.png,data/DSIA/train/00907_1_0005/img2.png,data/DSIA/train/00907_1_0005/img1_warp_gt.png,data/DSIA/train/00907_1_0005/input_mask.png
data/DSIA/train/10068_3_0005/img1.png,data/DSIA/train/10068_3_0005/img2.png,data/DSIA/train/10068_3_0005/img1_warp_gt.png,data/DSIA/train/10068_3_0005/input_mask.png
data/DSIA/train/21062_17_0002/img1.png,data/DSIA/train/21062_17_0002/img2.png,data/DSIA/train/21062_17_0002/img1_warp_gt.png,data/DSIA/train/21062_17_0002/input_mask.png
data/DSIA/train/12667_4_0001/img1.png,data/DSIA/train/12667_4_0001/img2.png,data/DSIA/train/12667_4_0001/img1_warp_gt.png,data/DSIA/train/12667_4_0001/input_mask.png
data/DSIA/train/01523_2_0001/img1.png,data/DSIA/train/01523_2_0001/img2.png,data/DSIA/train/01523_2_0001/img1_warp_gt.png,data/DSIA/train/01523_2_0001/input_mask.png
data/DSIA/train/21720_16_0001/img1.png,data/DSIA/train/21720_16_0001/img2.png,data/DSIA/train/21720_16_0001/img1_warp_gt.png,data/DSIA/train/21720_16_0001/input_mask.png
data/DSIA/train/22812_13_0001/img1.png,data/DSIA/train/22812_13_0001/img2.png,data/DSIA/train/22812_13_0001/img1_warp_gt.png,data/DSIA/train/22812_13_0001/input_mask.png
data/DSIA/train/11153_2_0004/img1.png,data/DSIA/train/11153_2_0004/img2.png,data/DSIA/train/11153_2_0004/img1_warp_gt.png,data/DSIA/train/11153_2_0004/input_mask.png
data/DSIA/train/21450_18_0005/img1.png,data/DSIA/train/21450_18_0005/img2.png,data/DSIA/train/21450_18_0005/img1_warp_gt.png,data/DSIA/train/21450_18_0005/input_mask.png
data/DSIA/train/10818_1_0005/img1.png,data/DSIA/train/10818_1_0005/img2.png,data/DSIA/train/10818_1_0005/img1_warp_gt.png,data/DSIA/train/10818_1_0005/input_mask.png
data/DSIA/train/00371_2_0004/img1.png,data/DSIA/train/00371_2_0004/img2.png,data/DSIA/train/00371_2_0004/img1_warp_gt.png,data/DSIA/train/00371_2_0004/input_mask.png
data/DSIA/train/12336_2_0005/img1.png,data/DSIA/train/12336_2_0005/img2.png,data/DSIA/train/12336_2_0005/img1_warp_gt.png,data/DSIA/train/12336_2_0005/input_mask.png
data/DSIA/train/21609_12_0001/img1.png,data/DSIA/train/21609_12_0001/img2.png,data/DSIA/train/21609_12_0001/img1_warp_gt.png,data/DSIA/train/21609_12_0001/input_mask.png
data/DSIA/train/01160_2_0007/img1.png,data/DSIA/train/01160_2_0007/img2.png,data/DSIA/train/01160_2_0007/img1_warp_gt.png,data/DSIA/train/01160_2_0007/input_mask.png
data/DSIA/train/00697_3_0007/img1.png,data/DSIA/train/00697_3_0007/img2.png,data/DSIA/train/00697_3_0007/img1_warp_gt.png,data/DSIA/train/00697_3_0007/input_mask.png
data/DSIA/train/11220_1_0003/img1.png,data/DSIA/train/11220_1_0003/img2.png,data/DSIA/train/11220_1_0003/img1_warp_gt.png,data/DSIA/train/11220_1_0003/input_mask.png
data/DSIA/train/11694_4_0004/img1.png,data/DSIA/train/11694_4_0004/img2.png,data/DSIA/train/11694_4_0004/img1_warp_gt.png,data/DSIA/train/11694_4_0004/input_mask.png
data/DSIA/train/20242_16_0003/img1.png,data/DSIA/train/20242_16_0003/img2.png,data/DSIA/train/20242_16_0003/img1_warp_gt.png,data/DSIA/train/20242_16_0003/input_mask.png
data/DSIA/train/22213_16_0004/img1.png,data/DSIA/train/22213_16_0004/img2.png,data/DSIA/train/22213_16_0004/img1_warp_gt.png,data/DSIA/train/22213_16_0004/input_mask.png
data/DSIA/train/12544_4_0006/img1.png,data/DSIA/train/12544_4_0006/img2.png,data/DSIA/train/12544_4_0006/img1_warp_gt.png,data/DSIA/train/12544_4_0006/input_mask.png
data/DSIA/train/20721_14_0002/img1.png,data/DSIA/train/20721_14_0002/img2.png,data/DSIA/train/20721_14_0002/img1_warp_gt.png,data/DSIA/train/20721_14_0002/input_mask.png
data/DSIA/train/11100_2_0001/img1.png,data/DSIA/train/11100_2_0001/img2.png,data/DSIA/train/11100_2_0001/img1_warp_gt.png,data/DSIA/train/11100_2_0001/input_mask.png
data/DSIA/train/20121_11_0003/img1.png,data/DSIA/train/20121_11_0003/img2.png,data/DSIA/train/20121_11_0003/img1_warp_gt.png,data/DSIA/train/20121_11_0003/input_mask.png
data/DSIA/train/10066_3_0005/img1.png,data/DSIA/train/10066_3_0005/img2.png,data/DSIA/train/10066_3_0005/img1_warp_gt.png,data/DSIA/train/10066_3_0005/input_mask.png
